label,Lx0,Ly0,Lx1,Ly1,Lx2,Ly2,Lx3,Ly3,Lx4,Ly4,Lx5,Ly5,Lx6,Ly6,Lx7,Ly7,Lx8,Ly8,Lx9,Ly9,Lx10,Ly10,Lx11,Ly11,Lx12,Ly12,Lx13,Ly13,Lx14,Ly14,Lx15,Ly15,Lx16,Ly16,Lx17,Ly17,Lx18,Ly18,Lx19,Ly19,Lx20,Ly20,Rx0,Ry0,Rx1,Ry1,Rx2,Ry2,Rx3,Ry3,Rx4,Ry4,Rx5,Ry5,Rx6,Ry6,Rx7,Ry7,Rx8,Ry8,Rx9,Ry9,Rx10,Ry10,Rx11,Ry11,Rx12,Ry12,Rx13,Ry13,Rx14,Ry14,Rx15,Ry15,Rx16,Ry16,Rx17,Ry17,Rx18,Ry18,Rx19,Ry19,Rx20,Ry20
NO,0.0,0.0,0.207289,-0.083534,0.347149,-0.236842,0.466253,-0.28437,0.559982,-0.238659,0.27248,-0.615794,0.432771,-0.788772,0.54547,-0.896438,0.62579,-1.0,0.209147,-0.616118,0.455569,-0.649807,0.487352,-0.444866,0.441468,-0.340733,0.187661,-0.549923,0.446952,-0.539242,0.445314,-0.346654,0.368752,-0.281441,0.186889,-0.447337,0.406608,-0.359344,0.374512,-0.22565,0.28632,-0.195358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.202162,-0.084186,0.348286,-0.245811,0.46983,-0.30923,0.56585,-0.266063,0.289069,-0.633615,0.445295,-0.784116,0.55596,-0.896908,0.632699,-0.994312,0.238532,-0.642812,0.427863,-0.833615,0.552515,-0.916007,0.637387,-1.0,0.202343,-0.585907,0.471704,-0.617062,0.462343,-0.403912,0.395287,-0.302361,0.199074,-0.467676,0.420503,-0.39247,0.384428,-0.248788,0.297551,-0.193612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.200831,-0.093198,0.350574,-0.248587,0.461505,-0.311468,0.545577,-0.271656,0.29138,-0.619104,0.425283,-0.77091,0.523192,-0.885313,0.594572,-0.986544,0.235284,-0.639037,0.400167,-0.838765,0.518994,-0.923309,0.602162,-1.0,0.191428,-0.590248,0.432577,-0.603734,0.434769,-0.399508,0.383155,-0.286137,0.179997,-0.476422,0.381368,-0.408184,0.361375,-0.278449,0.291907,-0.220554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.179464,-0.091021,0.321672,-0.243828,0.427902,-0.311484,0.518031,-0.281168,0.263703,-0.608097,0.386764,-0.75669,0.481478,-0.86583,0.5522,-0.962364,0.207014,-0.626625,0.360661,-0.827613,0.475736,-0.918099,0.559878,-1.0,0.159125,-0.58341,0.392367,-0.570668,0.384526,-0.365725,0.332435,-0.256717,0.139233,-0.479396,0.333143,-0.412373,0.313109,-0.282016,0.249253,-0.227843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.18953,-0.10193,0.329283,-0.256497,0.431076,-0.32234,0.525028,-0.296212,0.267979,-0.615236,0.394351,-0.765565,0.486817,-0.872067,0.555105,-0.968982,0.210775,-0.629552,0.365489,-0.82536,0.477009,-0.917544,0.559394,-1.0,0.165126,-0.582474,0.397328,-0.565533,0.391249,-0.371092,0.343137,-0.267219,0.149439,-0.477143,0.341565,-0.411845,0.322194,-0.287874,0.26228,-0.235759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.19486,-0.103024,0.339122,-0.262491,0.444829,-0.325462,0.540268,-0.294355,0.278435,-0.630809,0.402998,-0.786093,0.494978,-0.898098,0.564537,-1.0,0.212513,-0.647702,0.364831,-0.843599,0.467788,-0.918062,0.539977,-0.996686,0.161629,-0.60017,0.398416,-0.595493,0.393191,-0.388274,0.340334,-0.279665,0.140234,-0.492783,0.335775,-0.417939,0.315128,-0.288647,0.249685,-0.237033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.194806,-0.08886,0.336989,-0.250095,0.45014,-0.316862,0.548054,-0.28563,0.274758,-0.630541,0.404166,-0.78228,0.504304,-0.896491,0.577632,-0.995431,0.213705,-0.643193,0.372789,-0.847348,0.482194,-0.920918,0.555888,-1.0,0.167575,-0.590987,0.415536,-0.597517,0.41993,-0.380652,0.366982,-0.266867,0.150595,-0.480313,0.353572,-0.409316,0.336257,-0.275883,0.265705,-0.22327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.185565,-0.102479,0.329964,-0.260233,0.438291,-0.327264,0.528655,-0.291223,0.266706,-0.613836,0.395046,-0.763859,0.486091,-0.874716,0.551501,-0.972693,0.209668,-0.627891,0.366546,-0.820689,0.476872,-0.913004,0.555465,-1.0,0.162313,-0.58031,0.404563,-0.592703,0.407101,-0.388901,0.363291,-0.278158,0.147993,-0.474534,0.343553,-0.407834,0.325342,-0.281256,0.26334,-0.227809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.183306,-0.096822,0.323123,-0.252707,0.430164,-0.323229,0.522284,-0.296304,0.261272,-0.612039,0.386749,-0.764115,0.477719,-0.874573,0.544766,-0.970868,0.204115,-0.624468,0.358295,-0.821622,0.470555,-0.916216,0.552095,-1.0,0.156088,-0.575484,0.392705,-0.584667,0.39834,-0.386147,0.356433,-0.273364,0.138579,-0.468584,0.331884,-0.40799,0.317751,-0.283594,0.25822,-0.227034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.184593,-0.099723,0.32667,-0.254642,0.432666,-0.324809,0.528666,-0.296867,0.261808,-0.600472,0.389294,-0.754267,0.47966,-0.867891,0.545932,-0.968904,0.209302,-0.616055,0.361197,-0.814915,0.473448,-0.91386,0.554402,-1.0,0.163877,-0.571883,0.40017,-0.588529,0.402818,-0.388218,0.358071,-0.273917,0.15155,-0.472091,0.340784,-0.403913,0.320649,-0.276402,0.256051,-0.218993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.184104,-0.09539,0.32561,-0.250539,0.434812,-0.316416,0.538595,-0.29255,0.25749,-0.593123,0.388805,-0.747904,0.4792,-0.862777,0.543593,-0.966073,0.211631,-0.609323,0.367637,-0.803924,0.486792,-0.91068,0.572195,-1.0,0.169842,-0.566409,0.411789,-0.594546,0.416351,-0.388227,0.372575,-0.270952,0.162505,-0.467881,0.353463,-0.396864,0.330878,-0.265006,0.264808,-0.20608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.186873,-0.091845,0.325625,-0.247368,0.4317,-0.316238,0.537166,-0.293544,0.25773,-0.588409,0.389575,-0.740067,0.481962,-0.854137,0.548085,-0.956788,0.212478,-0.606657,0.368436,-0.801523,0.488463,-0.910707,0.573906,-1.0,0.171441,-0.565058,0.412988,-0.593605,0.416422,-0.388362,0.371641,-0.269986,0.164088,-0.466598,0.355309,-0.397503,0.333731,-0.263674,0.269124,-0.201878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.186436,-0.099612,0.326614,-0.254012,0.435271,-0.318359,0.536232,-0.289911,0.256144,-0.593232,0.38615,-0.747678,0.476178,-0.861708,0.540587,-0.963517,0.208219,-0.608679,0.364718,-0.803535,0.48271,-0.911049,0.567357,-1.0,0.164435,-0.565414,0.40675,-0.591885,0.411702,-0.39127,0.368983,-0.274977,0.15444,-0.465983,0.348557,-0.402803,0.330837,-0.27175,0.268962,-0.209222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.183533,-0.095225,0.32441,-0.250107,0.432704,-0.317978,0.533043,-0.288033,0.254575,-0.590417,0.385198,-0.743961,0.47581,-0.858678,0.540231,-0.959855,0.20712,-0.604715,0.362298,-0.797869,0.479531,-0.908286,0.563324,-1.0,0.1624,-0.561859,0.406898,-0.593768,0.412248,-0.39047,0.369877,-0.273708,0.151975,-0.464612,0.346108,-0.39972,0.327853,-0.269475,0.265233,-0.209274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.187158,-0.097723,0.325178,-0.251917,0.432131,-0.314901,0.535922,-0.284596,0.253693,-0.586313,0.384749,-0.740384,0.474601,-0.855091,0.538255,-0.956101,0.208786,-0.602046,0.36276,-0.797494,0.480453,-0.908543,0.56464,-1.0,0.165626,-0.559211,0.408918,-0.59887,0.415863,-0.393857,0.374264,-0.275127,0.156426,-0.46183,0.347613,-0.399345,0.33082,-0.26831,0.26973,-0.206658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.18278,-0.093424,0.323173,-0.246941,0.431826,-0.310884,0.531476,-0.278921,0.252278,-0.588381,0.381959,-0.741599,0.472404,-0.855337,0.536113,-0.95592,0.203833,-0.603666,0.358633,-0.801713,0.473412,-0.908491,0.555393,-1.0,0.159571,-0.559392,0.401313,-0.589535,0.406226,-0.385619,0.362872,-0.268604,0.148907,-0.459612,0.338889,-0.394403,0.320401,-0.266203,0.25708,-0.207716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.225857,-0.137547,0.37641,-0.347305,0.494826,-0.457179,0.600029,-0.487794,0.260861,-0.734956,0.420246,-0.883871,0.535299,-0.953443,0.595374,-1.0,0.190923,-0.742286,0.435579,-0.779473,0.466228,-0.564235,0.415377,-0.443511,0.148799,-0.691978,0.408172,-0.679619,0.403921,-0.479151,0.338762,-0.394374,0.133651,-0.58996,0.352752,-0.480582,0.335706,-0.353007,0.263223,-0.318161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.215318,-0.128074,0.354571,-0.324662,0.465155,-0.42138,0.574566,-0.447154,0.24355,-0.692345,0.41704,-0.824698,0.532022,-0.920278,0.599505,-1.0,0.177821,-0.69343,0.424324,-0.72037,0.451958,-0.531409,0.402745,-0.426856,0.141528,-0.639524,0.393095,-0.607545,0.383734,-0.427627,0.317162,-0.356407,0.132432,-0.541386,0.341293,-0.437824,0.321702,-0.314897,0.250216,-0.280859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.328814,-0.251306,0.49552,-0.511712,0.618482,-0.673487,0.749996,-0.77624,0.262943,-0.976215,0.589251,-0.954588,0.767928,-0.858377,0.903311,-0.765359,0.220856,-0.994745,0.601812,-1.0,0.766538,-0.862781,0.863089,-0.758984,0.212161,-0.929621,0.56349,-0.872934,0.516214,-0.654004,0.422481,-0.535254,0.236149,-0.798344,0.515228,-0.667934,0.46054,-0.485633,0.362904,-0.405851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.338232,-0.204481,0.494803,-0.44724,0.627037,-0.595846,0.787226,-0.682198,0.208446,-0.969772,0.539199,-0.994883,0.554739,-0.742784,0.475176,-0.574355,0.166141,-0.971753,0.563991,-1.0,0.563255,-0.729899,0.471529,-0.573989,0.169894,-0.899306,0.554618,-0.864341,0.528439,-0.605255,0.427474,-0.477407,0.203504,-0.76322,0.49837,-0.653949,0.467189,-0.455777,0.378735,-0.365321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.315281,-0.196104,0.474635,-0.436893,0.608293,-0.595133,0.752575,-0.7091,0.183831,-0.971387,0.529369,-0.995086,0.557949,-0.750222,0.492662,-0.578529,0.14608,-0.971238,0.558119,-1.0,0.562743,-0.739903,0.478057,-0.577505,0.153674,-0.899229,0.538606,-0.857876,0.518892,-0.60868,0.428464,-0.469306,0.189798,-0.766617,0.485523,-0.669957,0.463528,-0.47828,0.384181,-0.375782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.192631,-0.081056,0.314175,-0.241835,0.41082,-0.325169,0.531323,-0.317812,0.178801,-0.616053,0.349729,-0.759218,0.465007,-0.882929,0.545023,-1.0,0.122477,-0.623796,0.362743,-0.645092,0.387202,-0.434621,0.337356,-0.309421,0.101229,-0.569747,0.333754,-0.515983,0.328118,-0.317337,0.264802,-0.227547,0.098993,-0.470618,0.288975,-0.396203,0.280413,-0.252416,0.218983,-0.184337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.186816,-0.098309,0.311117,-0.254737,0.410778,-0.341195,0.527533,-0.352431,0.196189,-0.622462,0.353756,-0.768477,0.457885,-0.888768,0.531003,-1.0,0.136592,-0.628841,0.367994,-0.655751,0.39139,-0.448196,0.345458,-0.331223,0.110054,-0.575788,0.341556,-0.548902,0.33812,-0.354578,0.280472,-0.26521,0.104973,-0.47967,0.29502,-0.421983,0.287451,-0.28321,0.228196,-0.219988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.179334,-0.082087,0.29484,-0.228436,0.391086,-0.28762,0.493385,-0.280639,0.193905,-0.583545,0.320618,-0.756584,0.404666,-0.88328,0.462169,-1.0,0.133288,-0.589409,0.344874,-0.633446,0.380602,-0.434095,0.343212,-0.311794,0.103829,-0.53671,0.318249,-0.535025,0.331665,-0.347016,0.28086,-0.258588,0.0969,-0.444454,0.276472,-0.389497,0.269798,-0.260655,0.208804,-0.209115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.179096,-0.088236,0.296518,-0.240505,0.392536,-0.304519,0.49217,-0.294847,0.190419,-0.588966,0.314245,-0.757287,0.398322,-0.882318,0.454791,-1.0,0.129562,-0.595352,0.340281,-0.651932,0.381199,-0.449923,0.348205,-0.323846,0.101646,-0.543374,0.316499,-0.535526,0.326496,-0.349926,0.27417,-0.264068,0.095869,-0.451453,0.276434,-0.399388,0.269697,-0.270868,0.208986,-0.218429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.18219,-0.088442,0.300917,-0.241994,0.398958,-0.303845,0.497922,-0.290435,0.19638,-0.601971,0.318517,-0.766786,0.401893,-0.88897,0.458977,-1.0,0.13363,-0.6029,0.348251,-0.635523,0.382635,-0.435388,0.34436,-0.313763,0.102136,-0.544899,0.314678,-0.530564,0.323984,-0.348205,0.272173,-0.264273,0.093137,-0.446616,0.272931,-0.399773,0.268947,-0.27563,0.211201,-0.223802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.177468,-0.094929,0.298159,-0.242969,0.398703,-0.294665,0.498523,-0.282309,0.194656,-0.599858,0.317429,-0.765666,0.401631,-0.88786,0.457824,-1.0,0.132225,-0.604207,0.340939,-0.631409,0.379256,-0.431722,0.34543,-0.308797,0.100154,-0.548352,0.309493,-0.528309,0.318692,-0.345622,0.267757,-0.257598,0.089163,-0.450635,0.264594,-0.398325,0.262954,-0.274023,0.208617,-0.219248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.173638,-0.097476,0.297057,-0.246829,0.394879,-0.302202,0.49233,-0.298474,0.187385,-0.596733,0.313699,-0.763023,0.395958,-0.88501,0.450768,-1.0,0.123833,-0.603668,0.331433,-0.641883,0.375448,-0.444031,0.345737,-0.322123,0.093003,-0.552767,0.309672,-0.555395,0.323838,-0.360066,0.274379,-0.261528,0.084459,-0.459815,0.267033,-0.409318,0.2614,-0.271889,0.202361,-0.208585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.179269,-0.095117,0.30879,-0.247702,0.409211,-0.301143,0.508196,-0.293871,0.195786,-0.600674,0.323899,-0.764586,0.410915,-0.887814,0.469599,-1.0,0.134515,-0.607352,0.347626,-0.646573,0.388343,-0.448305,0.355134,-0.323144,0.106065,-0.555969,0.325589,-0.553093,0.334404,-0.362984,0.282176,-0.267836,0.099873,-0.462422,0.28059,-0.39775,0.271556,-0.259816,0.212813,-0.198491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.180873,-0.093468,0.305943,-0.243808,0.404699,-0.306452,0.505243,-0.305136,0.191692,-0.604291,0.321392,-0.769635,0.411828,-0.890505,0.473277,-1.0,0.133239,-0.607673,0.35125,-0.648855,0.391303,-0.45147,0.356215,-0.327298,0.107122,-0.554064,0.325099,-0.542273,0.335015,-0.356079,0.283481,-0.265739,0.102879,-0.460138,0.280355,-0.39784,0.273775,-0.266659,0.216317,-0.20904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.182538,-0.096491,0.309999,-0.248991,0.405419,-0.308024,0.505925,-0.308053,0.197006,-0.603928,0.326094,-0.764952,0.413608,-0.886858,0.47382,-1.0,0.136656,-0.611652,0.350364,-0.656117,0.390643,-0.456989,0.356679,-0.330812,0.109705,-0.558537,0.329489,-0.559353,0.342446,-0.369251,0.292565,-0.274648,0.105367,-0.462833,0.285241,-0.401174,0.277773,-0.266926,0.219468,-0.208299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.181715,-0.097477,0.308315,-0.250472,0.404322,-0.310638,0.504429,-0.307717,0.19587,-0.605183,0.324313,-0.76691,0.411963,-0.887941,0.471703,-1.0,0.135527,-0.612063,0.349679,-0.658434,0.389707,-0.459727,0.354327,-0.333966,0.108269,-0.558382,0.325853,-0.556566,0.338657,-0.368344,0.288344,-0.275839,0.103503,-0.462397,0.282124,-0.401273,0.275821,-0.267864,0.21802,-0.209008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.180093,-0.096228,0.308303,-0.250319,0.406208,-0.310188,0.505549,-0.308697,0.198536,-0.610754,0.325834,-0.771395,0.413999,-0.890924,0.474463,-1.0,0.13654,-0.614903,0.351387,-0.65422,0.389936,-0.452587,0.353804,-0.326677,0.106353,-0.558951,0.324756,-0.54701,0.333852,-0.355071,0.280792,-0.264507,0.098636,-0.460379,0.277336,-0.393709,0.268135,-0.260783,0.207492,-0.20718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,0.0,0.0,0.18019,-0.097228,0.306724,-0.250208,0.40364,-0.311331,0.502504,-0.310039,0.196626,-0.610755,0.325422,-0.7722,0.413826,-0.890919,0.473961,-1.0,0.134334,-0.613117,0.350282,-0.654358,0.389005,-0.452649,0.353115,-0.326193,0.104748,-0.556186,0.32256,-0.541238,0.330818,-0.349932,0.277766,-0.259975,0.098275,-0.458071,0.27679,-0.394634,0.267793,-0.262834,0.207436,-0.209731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
